Date,Site,ID,X,Y,Species,Ht,Diam,Can1,Can2,Seedl_Respr
8/30/2017,Togoro,SDG16,728559.7964,9763345.764,ACATOR,44,0.7,70,64,R
8/30/2017,Togoro,SDG17,728577.9362,9763338.573,ACAHOC,47,0.2,54,30,R
8/30/2017,Togoro,SDG18,728581.8346,9763338.587,ACAHOC,20,0.2,64,80,R
8/30/2017,Togoro,SDG19,728583.0359,9763337.195,ACAHOC,36,0.4,44,65,R
8/30/2017,Togoro,SDG2,728454.1085,9763380.559,ACAROB,64,0.5,34,41,R
8/30/2017,Togoro,SDG20,728585.6529,9763334.382,ACAHOC,24,0.5,78,20,R
8/30/2017,Togoro,SDG21,728588.4718,9763336.13,ACAHOC,38,0.3,62,59,R
8/30/2017,Togoro,SDG22,728604.2041,9763327.988,ACATOR,70,1,107,100,R
8/30/2017,Togoro,SDG23,728611.3195,9763327.497,ACAHOC,23,0.4,89,40,R
8/30/2017,Togoro,SDG24,728623.0004,9763323.578,ACAHOC,40,0.2,80,64,R
8/30/2017,Togoro,SDG25,728625.9071,9763321.219,ACAHOC,30,0.4,60,50,S
8/30/2017,Togoro,SDG26,728636.6318,9763320.677,UNKOWN,30,0.7,54,36,S
8/30/2017,Togoro,SDG27,728650.6875,9763314.15,ACAHOC,44,0.3,32,7,S
8/30/2017,Togoro,SDG28,728652.7862,9763314.332,ACAHOC,50,0.7,30,54,R
8/30/2017,Togoro,SDG29,728657.6799,9763312.323,ACAHOC,67,0.7,24,27,R
8/30/2017,Togoro,SDG3,728470.1463,9763377.84,ACASEN,26,0.5,22,26,R
8/30/2017,Togoro,SDG30,728659.9096,9763312.784,ACAHOC,10,1.1,17,20,R
8/30/2017,Togoro,SDG31,728701.1323,9763298.582,ACAROB,94,0.5,118,128,R
8/30/2017,Togoro,SDG32,728713.2112,9763292.41,ACAROB,46,0.4,66,54,R
8/30/2017,Togoro,SDG33,728717.389,9763292.052,ACAROB,34,0.1,24,17,R
8/30/2017,Togoro,SDG34,728716.7545,9763291.83,ACAROB,57,0.4,64,45,R
8/30/2017,Togoro,SDG35,728715.7094,9763291.461,ACAROB,77,0.5,70,54,R
8/30/2017,Togoro,SDG36,728721.577,9763292.408,ACAHOC,30,0.3,50,45,R
8/30/2017,Togoro,SDG37,728721.6694,9763291.685,ACAROB,33,0.4,46,20,R
8/30/2017,Togoro,SDG38,728722.8157,9763291.09,ACAROB,70,0.6,80,60,R
8/30/2017,Togoro,SDG39,728730.3968,9763290.069,ACAHOC,5.1,0.5,77,56,R
8/30/2017,Togoro,SDG4,728472.1964,9763376.447,ACASEN,20,0.5,30,15,R
8/30/2017,Togoro,SDG40,728737.1272,9763287.548,ACAHOC,40,0.6,60,24,R
8/30/2017,Togoro,SDG41,728741.4716,9763286.3,ACAROB,64,0.5,77,34,R
8/30/2017,Togoro,SDG42,728749.0871,9763283.128,ACASEN,47,1.5,39,23,R
8/30/2017,Togoro,SDG43,728757.235,9763280.54,ACAROB,50,1.3,90,70,R
8/30/2017,Togoro,SDG44,728762.4128,9763281.627,ACAROB,68,0.6,86,79,R
8/30/2017,Togoro,SDG45,728768.4189,9763281.535,ACAROB,69,0.5,80,54,R
8/30/2017,Togoro,SDG46,728821.0339,9763256.777,ACAROB,52,0.6,77,56,R
8/30/2017,Togoro,SDG47,728818.8632,9763258.606,ACAROB,47,2,12,45,R
8/30/2017,Togoro,SDG48,728853.2646,9763241.641,ACAROB,68,0.4,135,125,R
8/30/2017,Togoro,SDG49,728880.9674,9763230.053,ACAROB,59,0.5,83,100,R
8/30/2017,Togoro,SDG5,728473.6693,9763376,ACASEN,30,1.3,67,70,R
8/30/2017,Togoro,SDG50,728894.1437,9763228.505,ACASEN,33,0.5,20,34,R
8/30/2017,Togoro,SDG51,728897.1555,9763227.954,ACAROB,57,0.5,100,83,R
8/30/2017,Togoro,SDG52,728896.6396,9763225.749,ACAROB,60,0.6,110,120,R
8/30/2017,Togoro,SDG53,728898.5787,9763225.217,ACAROB,56,0.4,77,50,R
8/30/2017,Togoro,SDG54,728900.2211,9763225.929,ACAROB,46,0.3,20,10,S
8/30/2017,Togoro,SDG55,728911.1287,9763222.549,ACAROB,30,0.4,24,16,R
8/30/2017,Togoro,SDG56,728912.3468,9763219.841,ACAROB,60,0.4,80,49,R
8/30/2017,Togoro,SDG57,728914.7346,9763219.967,ACAROB,72,1,120,88,R
8/30/2017,Togoro,SDG58,728948.4859,9763211.977,ACAROB,77,0.8,85,109,R
8/30/2017,Togoro,SDG59,728957.8695,9763212.938,ACASEN,34,0.5,19,24,R
8/30/2017,Togoro,SDG6,728480.9316,9763373.672,ACASEN,29,0.5,30,23,R
8/30/2017,Togoro,SDG60,728995.7971,9763203.486,ACATOR,59,0.6,88,117,R
8/30/2017,Togoro,SDG61,729003.0035,9763201.205,ACAHOC,40,1,40,39,R
8/30/2017,Togoro,SDG62,729005.4528,9763198.504,ACAHOC,49,0.5,54,78,R
8/30/2017,Togoro,SDG63,729006.7125,9763198.994,ACAHOC,40,0.7,50,48,R
8/30/2017,Togoro,SDG64,729009.5582,9763199.824,ACAHOC,30,0.7,112,66,R
8/30/2017,Togoro,SDG65,729018.2937,9763197.254,ACAHOC,16,0.7,40,8,R
8/30/2017,Togoro,SDG66,729020.7351,9763195.693,ACASEN,16,0.3,30,20,R
8/30/2017,Togoro,SDG67,729021.6957,9763195.627,ACAHOC,14,0.5,52,20,R
8/30/2017,Togoro,SDG68,729024.9385,9763193.472,ACASEN,74,1,50,28,R
8/30/2017,Togoro,SDG69,729027.3627,9763192.968,ACASEN,36,1,40,50,R
8/30/2017,Togoro,SDG7,728503.2033,9763366.68,ACASEN,30,0.8,64,60,R
8/30/2017,Togoro,SDG70,729044.9724,9763186.965,ACAHOC,39,0.3,66,56,R
8/30/2017,Togoro,SDG71,729050.0251,9763185.243,ACATOR,30,0.4,67,50,R
8/30/2017,Togoro,SDG72,729055.5253,9763183.428,ACAHOC,48,0.8,114,86,R
8/30/2017,Togoro,SDG73,729059.6095,9763182.792,ACAHOC,36,0.4,87,90,R
8/30/2017,Togoro,SDG74,729061.6054,9763182.845,ACATOR,40,0.6,73,72,R
8/30/2017,Togoro,SDG75,729064.7201,9763182.646,ACAHOC,20,0.4,47,20,S
8/30/2017,Togoro,SDG76,729078.5351,9763177.501,ACASEN,31,0.7,38,30,R
8/30/2017,Togoro,SDG77,729087.5959,9763174.095,ACATOR,40,0.6,100,117,R
8/30/2017,Togoro,SDG78,729119.6987,9763167.804,ACASEN,27,0.7,36,25,R
8/30/2017,Togoro,SDG79,729145.7547,9763159.147,ACAROB,42,0.4,110,96,R
8/30/2017,Togoro,SDG8,728508.9353,9763363.956,ACAROB,42,0.5,14,4,R
8/30/2017,Togoro,SDG80,729148.6975,9763155.871,ACASEN,31,0.8,73,43,R
8/30/2017,Togoro,SDG81,729149.0426,9763155.833,ACASEN,35,0.5,33,36,S
8/30/2017,Togoro,SDG82,729152.3517,9763154.54,ACASEN,40,0.9,35,23,R
8/30/2017,Togoro,SDG83,729154.7574,9763154.129,ACASEN,14,0.3,18,16,R
8/30/2017,Togoro,SDG84,729160.3245,9763153.5,ACAHOC,29,0.9,54,34,R
8/30/2017,Togoro,SDG85,729162.1705,9763153.034,ACASEN,36,0.2,65,10,R
8/30/2017,Togoro,SDG86,729175.401,9763150.152,ACADRE,24,0.4,39,13,R
8/30/2017,Togoro,SDG87,729176.3541,9763151.532,ACADRE,15,0.2,19,10,S
8/30/2017,Togoro,SDG88,729184.8095,9763148.711,ACADRE,13,0.2,14,19,R
8/30/2017,Togoro,SDG89,729192.0449,9763147.209,ACADRE,15,0.1,33,32,R
8/30/2017,Togoro,SDG9,728512.5814,9763363.469,ACAROB,80,0.6,50,16,R
8/30/2017,Togoro,SDG90,729199.003,9763147.598,ACATOR,40,0.5,56,50,R
8/30/2017,Togoro,SDG91,729218.1813,9763142.863,ACASEN,25,0.2,30,30,R
8/30/2017,Togoro,SDG92,729233.9687,9763141.071,ACASEN,43,0.9,30,70,R
8/30/2017,Togoro,SDG93,729250.4333,9763136.562,ACADRE,19,0.3,13,19,S
8/30/2017,Togoro,SDG94,729257.9313,9763136.209,ACASEN,44,0.4,70,52,R
8/30/2017,Togoro,SDG95,729262.1289,9763136.63,ACASEN,24,1,30,28,R
8/30/2017,Togoro,SDG96,729272.4786,9763134.613,ACASEN,28,0.2,30,22,R
8/30/2017,Togoro,SDG97,729273.643,9763133.629,ACADRE,20,0.1,30,19,S
8/30/2017,Togoro,SDG98,729274.9277,9763131.829,ACAHOC,20,0.4,70,63,R
8/30/2017,Togoro,SDG99,729296.9463,9763123.91,ACAHOC,60,1,77,86,R
