ID,Site,Type,X,Y,TC30
TW88,Tawiri,Seedling,707177,9731728,0.028367104
TW89,Tawiri,Seedling,707143,9731729,0.028043511
TW90,Tawiri,Seedling,707138,9731732,0.030397854
TW91,Tawiri,Seedling,707120,9731723,0.037668375
TW92,Tawiri,Seedling,707120,9731715,0.040337487
TW93,Tawiri,Seedling,707116,9731716,0.03814519
TW94,Tawiri,Seedling,707114,9731722,0.038775632
TW95,Tawiri,Seedling,707107,9731743,0.035285352
TW96,Tawiri,Seedling,707092,9731721,0.045263566
TW97,Tawiri,Seedling,707110,9731751,0.035573829
TW98,Tawiri,Seedling,707113,9731749,0.035080922
TW99,Tawiri,Seedling,707120,9731748,0.029273237
T01,Tawiri,Sensor,708024,9731675,0.069774373
T02,Tawiri,Sensor,707979,9731678,0.171539264
T03,Tawiri,Sensor,707873,9731684,0.269643496
T04,Tawiri,Sensor,707798,9731689,0.066980514
T05,Tawiri,Sensor,707647,9731698,0.131345329
T06,Tawiri,Sensor,707551,9731703,0.050257694
T07,Tawiri,Sensor,707485,9731707,0.038698722
T08,Tawiri,Sensor,707450,9731709,0.046127715
T09,Tawiri,Sensor,707259,9731721,0.263170441
T10,Tawiri,Sensor,707209,9731724,0.068829892
Tawiri Open,Tawiri,Camera,707437,9731716,0.043059777
Tawiri Woody,Tawiri,Camera,707768,9731711,0.192884174
TG00,Togoro,Seedling,728421,9763396,0.102629017
TG01,Togoro,Seedling,728424,9763394,0.098418278
TG02,Togoro,Seedling,728425,9763395,0.096472423
TG03,Togoro,Seedling,728425,9763385,0.09686221
TG04,Togoro,Seedling,728434,9763392,0.073944347
TG05,Togoro,Seedling,728454,9763383,0.037015391
TG06,Togoro,Seedling,728457,9763380,0.038971161
TG07,Togoro,Seedling,728467,9763374,0.056791569
TG08,Togoro,Seedling,728470,9763375,0.064157566
TG09,Togoro,Seedling,728473,9763369,0.074687988
TG10,Togoro,Seedling,728476,9763376,0.069187293
TG11,Togoro,Seedling,728478,9763375,0.071803853
TG12,Togoro,Seedling,728487,9763369,0.073987539
TG13,Togoro,Seedling,728503,9763364,0.057482463
TG14,Togoro,Seedling,728511,9763358,0.038409047
TG15,Togoro,Seedling,728526,9763353,0.009540498
TG16,Togoro,Seedling,728541,9763350,0.004285158
TG17,Togoro,Seedling,728550,9763349,0.001556723
TG18,Togoro,Seedling,728559,9763344,0.001168452
TG19,Togoro,Seedling,728570,9763348,0.000584909
TG20,Togoro,Seedling,728596,9763338,0.01419405
TG21,Togoro,Seedling,728598,9763336,0.014227246
TG22,Togoro,Seedling,728611,9763329,0.026490066
TG23,Togoro,Seedling,728637,9763323,0.09585038
TG24,Togoro,Seedling,728660,9763318,0.271965712
TG25,Togoro,Seedling,728668,9763319,0.291089881
TG26,Togoro,Seedling,728670,9763320,0.284907498
TG27,Togoro,Seedling,728689,9763315,0.256140351
TG28,Togoro,Seedling,728689,9763306,0.293177388
TG29,Togoro,Seedling,728713,9763301,0.060747664
TG30,Togoro,Seedling,728715,9763297,0.052446871
TG31,Togoro,Seedling,728716,9763296,0.047767596
TG32,Togoro,Seedling,728720,9763301,0.038379116
TG33,Togoro,Seedling,728723,9763293,0.030208536
TG34,Togoro,Seedling,728738,9763289,0.07954767
TG35,Togoro,Seedling,728751,9763281,0.106975838
TG36,Togoro,Seedling,728749,9763276,0.101539661
TG37,Togoro,Seedling,728756,9763281,0.124244197
TG38,Togoro,Seedling,728765,9763284,0.176436222
TG39,Togoro,Seedling,728772,9763276,0.200350809
TG40,Togoro,Seedling,728805,9763252,0.189584552
TG41,Togoro,Seedling,728812,9763260,0.19758614
TG42,Togoro,Seedling,728820,9763257,0.159524737
TG43,Togoro,Seedling,728826,9763254,0.15077821
TG44,Togoro,Seedling,728832,9763254,0.162388176
TG45,Togoro,Seedling,728840,9763241,0.132501949
TG46,Togoro,Seedling,728842,9763246,0.140101325
TG47,Togoro,Seedling,728847,9763240,0.113145083
TG48,Togoro,Seedling,728848,9763237,0.105980908
TG49,Togoro,Seedling,728862,9763239,0.083203429
TG50,Togoro,Seedling,728862,9763236,0.078347301
TG51,Togoro,Seedling,728869,9763235,0.068615984
TG52,Togoro,Seedling,728906,9763219,0.014210629
TG53,Togoro,Seedling,728921,9763212,0.040171607
TG54,Togoro,Seedling,728941,9763201,0.020662768
TG55,Togoro,Seedling,728945,9763204,0.025541041
TG56,Togoro,Seedling,728956,9763197,0.012259194
TG57,Togoro,Seedling,728957,9763201,0.013476563
TG58,Togoro,Seedling,728966,9763198,0.00312561
TG59,Togoro,Seedling,728976,9763189,0.002729045
TG60,Togoro,Seedling,728986,9763181,0.002734909
TG61,Togoro,Seedling,729000,9763187,0
TG62,Togoro,Seedling,729011,9763183,0
TG63,Togoro,Seedling,729015,9763182,0
TG64,Togoro,Seedling,729029,9763178,0
TG65,Togoro,Seedling,729040,9763176,0
TG66,Togoro,Seedling,729051,9763176,0
TG67,Togoro,Seedling,729057,9763174,0
TG68,Togoro,Seedling,729059,9763171,0
TG69,Togoro,Seedling,729092,9763169,0
TG70,Togoro,Seedling,729095,9763159,0.000584567
TG71,Togoro,Seedling,729106,9763165,0.000583544
TG72,Togoro,Seedling,729113,9763159,0.000584909
TG73,Togoro,Seedling,729140,9763158,0.001754044
TG74,Togoro,Seedling,729145,9763154,0.002145086
TG75,Togoro,Seedling,729149,9763150,0.003506038
TG76,Togoro,Seedling,729161,9763157,0.003700818
TG77,Togoro,Seedling,729163,9763153,0.003701539
TG78,Togoro,Seedling,729173,9763149,0.004293521
TG79,Togoro,Seedling,729178,9763145,0.004280989
TG80,Togoro,Seedling,729180,9763143,0.003897116
TG81,Togoro,Seedling,729185,9763145,0.003704426
TG82,Togoro,Seedling,729191,9763141,0.002535101
TG83,Togoro,Seedling,729218,9763142,0
TG84,Togoro,Seedling,729238,9763126,0.000390016
TG85,Togoro,Seedling,729256,9763127,0.000389332
TG86,Togoro,Seedling,729262,9763127,0.000389636
TG87,Togoro,Seedling,729271,9763123,0.000390244
TG88,Togoro,Seedling,729277,9763120,0.000390549
TG89,Togoro,Seedling,729279,9763120,0.000389788
TG90,Togoro,Seedling,729297,9763128,0.00019497
TG91,Togoro,Seedling,729299,9763119,0.000194401
TG92,Togoro,Seedling,729306,9763115,0.000390396
TG93,Togoro,Seedling,729306,9763115,0.000390396
TG94,Togoro,Seedling,729313,9763115,0.000389864
TG95,Togoro,Seedling,729323,9763113,0.00019497
TG96,Togoro,Seedling,729347,9763110,0.001169591
TG97,Togoro,Seedling,729358,9763111,0.00117096
TG98,Togoro,Seedling,729357,9763105,0.001168679
TG99,Togoro,Seedling,729362,9763103,0.000779879
G01,Togoro,Sensor,728468,9763381,0.055945419
G02,Togoro,Sensor,728497,9763373,0.062719127
G03,Togoro,Sensor,728601,9763340,0.025715956
G04,Togoro,Sensor,728619,9763334,0.035881435
G05,Togoro,Sensor,728719,9763303,0.039563438
G06,Togoro,Sensor,728756,9763292,0.111479244
G07,Togoro,Sensor,728950,9763231,0.073663751
G08,Togoro,Sensor,729002,9763215,0
G09,Togoro,Sensor,729050,9763200,0
G10,Togoro,Sensor,729243,9763140,0.00038956
Togoro Open,Togoro,Camera,729088,9763189,0
Togoro Woody,Togoro,Camera,728747,9763229,0.098868955
